3,120,3
1,237,2
1,179,3
2,141,1
1,158,4
1,180,10
1,153,2
0,146,2
3,149,15
1,159,1
1,134,7
2,136,1
0,151,2
1,173,1
2,171,10
1,141,2
1,155,1
1,148,13
1,132,11
0,145,2
1,144,9
1,154,1
1,115,1
1,153,2
0,126,2
0,126,17
0,159,1
0,146,1
1,162,1
1,136,1
1,200,3
1,142,1
0,128,1
7,137,1
0,135,1
1,157,2
1,128,2
0,134,1
4,129,2
1,176,0
0,136,1
1,132,1
1,131,6
0,140,1
1,110,1
1,131,0
1,128,1
0,137,1
2,131,1
1,136,1
0,119,1
1,133,1
0,144,1
0,142,1
0,169,2
0,127,4
1,138,1
0,147,1
1,125,1
1,142,1
1,138,1
1,124,5
0,195,0
0,130,1
1,115,1
1,123,1
0,103,1
1,130,2
1,121,1
0,130,1
0,123,1
0,161,0
0,115,6
0,130,1
1,141,1
0,135,1
0,148,0
0,134,4
0,141,1
0,126,1
1,116,1
0,147,1
0,128,0
0,117,1
0,124,1
1,159,1
0,140,1
2,178,2
1,130,1
1,137,1
1,150,4
1,156,1
1,106,1
0,111,1
1,119,1
0,146,1
1,133,1
1,126,1
0,100,1
0,120,1
0,138,1
1,114,0
1,117,2
0,128,2
0,127,1
1,132,0
0,132,3
1,114,1
0,110,1
0,127,1
1,125,1
0,137,0
0,108,0
1,128,1
0,156,1
1,135,1
0,138,0
1,121,1
0,128,1
0,153,1
1,111,0
1,151,1
0,122,1
1,115,1
