3,105,6
0,139,2
2,152,2
1,117,1
0,134,2
1,139,1
1,112,1
1,121,7
0,127,3
1,109,2
0,105,1
0,134,2
2,115,1
0,118,2
0,122,1
0,111,2
0,128,2
0,125,1
0,124,1
0,118,2
0,111,3
0,114,1
0,120,1
1,133,2
1,118,3
0,118,1
0,126,1
0,111,1
0,116,2
0,133,1
1,115,2
1,105,4
1,123,2
0,119,1
0,110,2
1,123,1
0,125,1
0,164,2
1,124,2
0,128,2
0,127,2
1,129,1
0,118,2
0,105,1
0,128,1
1,110,1
0,115,1
0,135,1
1,122,2
1,111,1
0,123,2
0,113,1
1,129,1
1,122,1
0,108,1
1,95,1
0,104,1
0,118,1
0,116,1
0,124,2
1,103,2
1,144,1
1,132,1
1,111,2
1,113,5
0,118,1
0,114,1
1,113,1
1,108,2
1,121,1
0,122,1
1,122,1
1,116,1
0,119,1
1,112,1
0,118,1
0,114,1
0,126,2
1,123,2
0,126,3
0,147,1
0,148,1
0,100,1
1,120,1
1,118,1
1,108,1
1,135,1
1,134,1
0,114,1
0,109,1
1,109,1
1,121,1
0,121,1
0,135,2
1,124,1
0,130,1
1,111,2
1,134,1
0,120,1
1,107,1
0,122,1
1,108,1
0,134,1
0,118,2
1,122,1
1,128,1
0,105,2
0,120,2
0,109,1
1,135,1
0,117,1
1,114,2
1,111,2
1,105,2
0,114,1
0,134,2
0,140,2
0,127,1
0,108,2
1,109,1
0,128,6
1,114,2
0,112,1
0,115,1
0,106,3
0,102,1
0,112,2
1,116,1
1,140,3
0,114,1
