18,0,77,0,8,6
5,0,51,0,4,23
4,0,60,0,6,14
4,0,50,0,2,4
3,0,52,0,2,5
3,0,52,0,2,4
4,0,48,0,2,4
3,0,46,0,2,15
3,0,57,0,5,6
3,0,52,0,2,3
4,0,48,0,2,3
3,0,52,0,2,3
3,0,49,0,2,4
4,0,54,0,2,3
3,0,50,0,2,4
2,0,47,0,2,3
3,0,51,0,3,3
6,0,51,0,2,3
3,0,48,0,2,3
4,0,55,0,2,3
3,0,61,0,2,3
3,0,48,0,6,7
3,0,49,0,2,3
3,0,54,0,3,3
3,0,52,0,2,3
12,0,56,0,2,5
3,0,49,0,2,4
3,0,52,0,3,5
5,0,48,0,2,3
7,0,50,0,2,3
2,0,50,0,10,3
3,0,55,0,3,4
7,0,56,0,2,3
3,0,50,0,2,3
3,0,44,0,2,3
3,0,51,0,2,11
3,0,44,0,2,4
3,0,57,0,5,8
3,0,49,0,3,3
6,0,55,0,2,4
3,0,47,0,2,4
3,0,54,0,2,4
3,0,43,0,2,5
3,0,46,0,2,3
3,0,51,0,2,4
3,0,56,0,3,6
3,0,47,0,2,3
6,0,48,0,3,5
12,0,52,0,3,3
4,0,49,0,4,4
3,0,48,0,2,3
3,0,47,0,2,3
3,0,51,0,2,4
4,0,56,0,3,8
3,0,49,0,1,3
3,0,45,0,2,3
6,0,58,0,2,4
3,0,55,0,2,2
3,0,48,0,2,3
3,0,48,0,3,3
3,0,46,0,2,5
3,0,45,0,2,3
3,0,48,0,1,3
3,0,52,0,2,4
3,0,57,0,2,8
3,0,48,0,2,3
3,0,41,0,7,3
6,0,59,0,2,3
5,0,46,0,3,3
3,0,43,0,2,2
3,0,49,0,2,2
3,0,49,0,6,7
3,0,43,0,2,4
3,0,53,0,5,6
3,0,54,0,2,3
4,0,58,0,3,3
3,0,51,0,2,4
3,0,53,0,2,4
3,0,50,0,2,3
3,0,43,0,7,3
3,0,52,0,2,3
3,0,61,0,3,2
3,0,59,0,3,7
3,0,43,0,2,3
3,0,50,0,1,4
2,0,54,0,5,6
3,0,53,0,2,3
3,0,46,0,2,3
3,0,54,0,2,3
3,0,48,0,3,4
2,0,48,0,2,4
4,0,49,0,5,9
3,0,49,0,2,3
2,0,52,0,2,4
3,0,56,0,3,12
4,0,47,0,2,6
7,0,52,0,4,4
3,0,50,0,3,21
3,0,52,0,2,3
2,0,53,0,3,4
2,0,53,0,3,4
3,0,49,0,2,4
3,0,41,0,2,3
2,0,57,0,2,3
3,0,53,0,2,4
3,0,60,0,2,3
3,0,62,0,2,4
3,0,50,0,2,3
3,0,60,0,6,7
3,0,52,0,3,6
6,0,43,0,2,4
3,0,55,0,2,5
3,0,58,0,3,3
3,0,53,0,3,3
3,0,53,0,2,3
3,0,54,0,2,3
